Branchcode,Branchname,Bic
52050353,Kasseler Sparkasse,HELADEF1KAS
52350005,Spk Waldeck-Frankenberg,HELADEF1KOR
82055000,Kyffhäuser Spk Sondershsn,HELADEF1KYF
51352227,Sparkasse Laubach-Hungen,HELADEF1LAU
51150018,Kr Spk Limburg,HELADEF1LIM
53350000,Spk Marburg-Biedenkopf,HELADEF1MAR
52052154,Kreissparkasse Schwalm-Eder,HELADEF1MEG
82056060,Sparkasse Unstrut-Hainich,HELADEF1MUE
82054052,Kr Spk Nordhausen,HELADEF1NOR
50550020,Städtische Spk Offenbach,HELADEF1OFF
84050000,Rhön-Rennsteig-Sparkasse,HELADEF1RRS
83050303,Kr Spk Saalfeld-Rudolstadt,HELADEF1SAR
50652124,Spk Langen-Seligenstadt,HELADEF1SLS
53051396,Kreissparkasse Schlüchtern,HELADEF1SLU
83050505,Kr Spk Saale-Orla,HELADEF1SOK
84054722,Sparkasse Sonneberg,HELADEF1SON
52053458,St Spk Schwalmstadt,HELADEF1SWA
51250000,Taunus-Sparkasse Bad Hombg,HELADEF1TSK
84055050,Wartburg-Sparkasse,HELADEF1WAK
51151919,Kr Spk Weilburg,HELADEF1WEI
82051000,Spk Mittelthüringen,HELADEF1WEM
51550035,Sparkasse Wetzlar,HELADEF1WET
50850049,LdBk Hess-Thür Gz Darmstadt,HELADEFF508
52050000,Landeskreditkasse Kassel,HELADEFF520
82050000,Ld Bk Hess-Thür Gz Erfurt,HELADEFF820
50050000,Ld Bk Hess-Thür Gz Ffm,HELADEFFXXX
70013500,Bankhaus Herzogpark München,HERZDEM1XXX
44130000,HKB Bank Frankfurt,HKBBDEF1DOR
50030100,HKB Bank Frankfurt am Main,HKBBDEF1FRA
45030000,HKB Bank Frankfurt,HKBBDEF1HAG
62020000,Hoerner-Bank Heilbronn,HOEBDE61XXX
50520000,Honda Bank,HONDDEF1XXX
20050000,HSH Nordbank Hamburg,HSHNDEHH200
23050000,HSH Nordbank Lübeck,HSHNDEHH230
21050000,"HSH Nordbank HH, Kiel",HSHNDEHHXXX
36020700,Hanseatic Bank Essen,HSTBDEH1ESS
25020700,Hanseatic Bank Hannover,HSTBDEH1HAN
50620700,Hanseatic Bank Hanau,HSTBDEH1HAU
86020600,Hanseatic Bank Leipzig,HSTBDEH1LEI
70220400,Hanseatic Bank München,HSTBDEH1MUE
20120744,Hanseatic Bank Filiale Ost,HSTBDEH1NKO
20120766,Hanseatic Bank Filiale Süd,HSTBDEH1NKS
76020600,Hanseatic Bank Nürnberg,HSTBDEH1NUE
20120701,Hanseatic Bk Zw Nord Hambg,HSTBDEH1OV1
59020700,Hanseatic Bank Saarbrücken,HSTBDEH1SAA
60020700,Hanseatic Bank Stuttgart,HSTBDEH1STU
79020700,Hanseatic Bank Würzburg,HSTBDEH1WUE
20120700,Hanseatic Bank Hamburg,HSTBDEHHXXX
73311600,Hypo-Landesbk,HYPVDE71XXX
78020429,UniCredit exHypo Ndl128 Hof,HYVEDEM1074
79320432,UniCredit exHypo Ndl137Schf,HYVEDEM1075
66020150,UniCredit exHypo Ndl145Kruh,HYVEDEM1076
79020325,UniCredit exHypo Ndl149 Wzb,HYVEDEM1077
76020214,UniCredit exHypo Ndl156 Nbg,HYVEDEM1078
10120760,UniCredit exHypo Ndl260 Bln,HYVEDEM1079
63020450,UniCredit exHypo Ndl274 Ulm,HYVEDEM1080
54220576,UniCredit exHypo Ndl358Pirm,HYVEDEM1081
68020460,UniCredit exHypo Ndl405Frb,HYVEDEM1082
50020160,UniCredit exHypo Ndl427 Ffm,HYVEDEM1084
60120050,UniCredit exHypo Ndl434Stgt,HYVEDEM1085
30120764,UniCredit exHypo Ndl450 Düs,HYVEDEM1086
67220464,UniCredit exHypo Ndl488 Hd,HYVEDEM1087
86020880,UniCredit exHypo Ndl508 Lei,HYVEDEM1088
85020890,UniCredit exHypo Ndl536 Dre,HYVEDEM1089
74320307,UniCredit exHypo Ndl601Ldsh,HYVEDEM1090
70320305,UniCredit exHypo Ndl635 Gar,HYVEDEM1091
70020001,UniCredit exHypo Ndl645 M,HYVEDEM1092
72120207,UniCredit exHypo Ndl648 Ing,HYVEDEM1093
54520071,UniCredit exHypo Ndl650 Lu,HYVEDEM1094
54820674,UniCredit exHypo Ndl659LanP,HYVEDEM1095
54620574,UniCredit exHypo Ndl660Ne/W,HYVEDEM1096
73320442,UniCredit exHypo Ndl669 Kpt,HYVEDEM1097
75020314,UniCredit exHypo Ndl670Rgsb,HYVEDEM1099
74020414,UniCredit exHypo Ndl672Pass,HYVEDEM1100
74120514,UniCredit exHypo Ndl674Dgdf,HYVEDEM1101
72020240,UniCredit exHypo Ndl677Agsb,HYVEDEM1102
67020259,UniCredit exHypo Ndl681Mnh,HYVEDEM1103
73420546,UniCredit exHypo Ndl693Kauf,HYVEDEM1104
54020474,UniCredit exHypo Ndl697Kais,HYVEDEM1105
79520533,UniCredit exHypo Ndl125Asch,HYVEDEM1106
70120900,UniCredit exHypo Ndl BACA,HYVEDEM1107
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM010
71020072,UniCredit Bank-HypoVereinbk,HYVEDEMM011
71120078,UniCredit Bank-HypoVereinbk,HYVEDEMM012
71020072,UniCredit Bank-HypoVereinbk,HYVEDEMM013
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM014
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM015
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM016
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM017
71120078,UniCredit Bank-HypoVereinbk,HYVEDEMM018
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM019
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM020
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM023
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM024
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM025
70025175,UniCredit Bank-HypoVereinbk,HYVEDEMM028
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM029
71020072,UniCredit Bank-HypoVereinbk,HYVEDEMM030
70025175,UniCredit Bank-HypoVereinbk,HYVEDEMM031
71022182,UniCredit Bank-HypoVereinbk,HYVEDEMM034
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM035
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM040
70025175,UniCredit Bank-HypoVereinbk,HYVEDEMM042
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM043
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM044
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM047
71120078,UniCredit Bank-HypoVereinbk,HYVEDEMM048
71120078,UniCredit Bank-HypoVereinbk,HYVEDEMM050
71020072,UniCredit Bank-HypoVereinbk,HYVEDEMM051
71021270,UniCredit Bank-HypoVereinbk,HYVEDEMM052
71022182,UniCredit Bank-HypoVereinbk,HYVEDEMM055
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM056
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM057
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM058
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM059
71022182,UniCredit Bank-HypoVereinbk,HYVEDEMM060
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM062
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM063
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM064
76420080,UniCredit Bank-HypoVereinbk,HYVEDEMM065
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM069
10020890,UniCredit Bank-HypoVereinbk,HYVEDEMM070
68020186,UniCredit Bank-HypoVereinbk,HYVEDEMM071
82020087,UniCredit Bank-HypoVereinbk,HYVEDEMM098
10020890,UniCredit Bank-HypoVereinbk,HYVEDEMM108
78320076,UniCredit Bank-HypoVereinbk,HYVEDEMM117
10020890,UniCredit Bank-HypoVereinbk,HYVEDEMM124
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM140
10020890,UniCredit Bank-HypoVereinbk,HYVEDEMM161
10020890,UniCredit Bank-HypoVereinbk,HYVEDEMM165
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM167
68020186,UniCredit Bank-HypoVereinbk,HYVEDEMM168
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM170
85020086,UniCredit Bank-HypoVereinbk,HYVEDEMM174
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM177
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM178
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM180
80020086,UniCredit Bank-HypoVereinbk,HYVEDEMM184
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM200
76520071,UniCredit Bank-HypoVereinbk,HYVEDEMM203
80020086,UniCredit Bank-HypoVereinbk,HYVEDEMM208
25030000,UniCredit Bk ex VereinWest,HYVEDEMM210
25730000,UniCredit Bk ex VereinWest,HYVEDEMM211
27030000,UniCredit Bk ex VereinWest,HYVEDEMM212
26030000,UniCredit Bk ex VereinWest,HYVEDEMM213
25930000,UniCredit Bk ex VereinWest,HYVEDEMM214
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM216
25430000,UniCredit Bk ex VereinWest,HYVEDEMM217
76220073,UniCredit Bank-HypoVereinbk,HYVEDEMM221
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM222
76520071,UniCredit Bank-HypoVereinbk,HYVEDEMM225
76520071,UniCredit Bank-HypoVereinbk,HYVEDEMM226
77020070,UniCredit Bank-HypoVereinbk,HYVEDEMM227
76520071,UniCredit Bank-HypoVereinbk,HYVEDEMM229
76420080,UniCredit Bank-HypoVereinbk,HYVEDEMM232
72021271,UniCredit Bank-HypoVereinbk,HYVEDEMM236
23030000,UniCredit Bk ex VereinWest,HYVEDEMM237
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM239
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM241
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM246
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM249
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM251
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM252
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM253
72220074,UniCredit Bank-HypoVereinbk,HYVEDEMM255
80020086,UniCredit Bank-HypoVereinbk,HYVEDEMM257
72021876,UniCredit Bank-HypoVereinbk,HYVEDEMM259
72021876,UniCredit Bank-HypoVereinbk,HYVEDEMM260
72223182,UniCredit Bank-HypoVereinbk,HYVEDEMM263
63020086,UniCredit Bank-HypoVereinbk,HYVEDEMM267
63020086,UniCredit Bank-HypoVereinbk,HYVEDEMM268
63020086,UniCredit Bank-HypoVereinbk,HYVEDEMM269
63020086,UniCredit Bank-HypoVereinbk,HYVEDEMM270
63220090,UniCredit Bank-HypoVereinbk,HYVEDEMM271
61420086,UniCredit Bank-HypoVereinbk,HYVEDEMM272
78320076,UniCredit Bank-HypoVereinbk,HYVEDEMM280
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM283
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM286
77120073,UniCredit Bank-HypoVereinbk,HYVEDEMM289
77120073,UniCredit Bank-HypoVereinbk,HYVEDEMM290
20030000,UniCredit Bank-HypoVereinbk,HYVEDEMM300
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM304
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM307
20730000,UniCredit Bk ex VereinWest,HYVEDEMM314
20730051,UniCredit Bk ex VereinWest,HYVEDEMM316
24030000,UniCredit Bk ex VereinWest,HYVEDEMM318
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM320
20730054,UniCredit Bk ex VereinWest,HYVEDEMM324
24130000,UniCredit Bk ex VereinWest,HYVEDEMM327
20730053,UniCredit Bk ex VereinWest,HYVEDEMM330
22130075,UniCredit Bk ex VereinWest,HYVEDEMM331
21530080,UniCredit Bk ex VereinWest,HYVEDEMM334
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM335
21830030,UniCredit Bk ex VereinWest,HYVEDEMM340
21830032,UniCredit Bk ex VereinWest,HYVEDEMM341
21830033,UniCredit Bk ex VereinWest,HYVEDEMM342
21830034,UniCredit Bk ex VereinWest,HYVEDEMM343
48020086,UniCredit Bank-HypoVereinbk,HYVEDEMM344
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM345
21830035,UniCredit Bk ex VereinWest,HYVEDEMM346
21730040,UniCredit Bk ex VereinWest,HYVEDEMM348
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM350
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM351
21730042,UniCredit Bk ex VereinWest,HYVEDEMM353
21730043,UniCredit Bk ex VereinWest,HYVEDEMM355
68020186,UniCredit Bank-HypoVereinbk,HYVEDEMM357
21730044,UniCredit Bk ex VereinWest,HYVEDEMM358
21730045,UniCredit Bk ex VereinWest,HYVEDEMM359
36020186,UniCredit Bank-HypoVereinbk,HYVEDEMM360
21730046,UniCredit Bk ex VereinWest,HYVEDEMM361
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM362
22230022,UniCredit Bk ex VereinWest,HYVEDEMM363
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM365
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM366
22230023,UniCredit Bk ex VereinWest,HYVEDEMM367
22230025,UniCredit Bk ex VereinWest,HYVEDEMM369
22230020,UniCredit Bk ex VereinWest,HYVEDEMM370
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM371
21030000,UniCredit Bk ex VereinWest,HYVEDEMM372
21030092,UniCredit Bk ex VereinWest,HYVEDEMM373
64020186,UniCredit Bank-HypoVereinbk,HYVEDEMM374
21030095,UniCredit Bk ex VereinWest,HYVEDEMM375
21030093,UniCredit Bk ex VereinWest,HYVEDEMM379
21230085,UniCredit Bk ex VereinWest,HYVEDEMM380
21030094,UniCredit Bk ex VereinWest,HYVEDEMM382
21230086,UniCredit Bk ex VereinWest,HYVEDEMM384
21430070,UniCredit Bk ex VereinWest,HYVEDEMM387
21630060,UniCredit Bk ex VereinWest,HYVEDEMM393
21630061,UniCredit Bk ex VereinWest,HYVEDEMM394
21630062,UniCredit Bk ex VereinWest,HYVEDEMM395
21630063,UniCredit Bk ex VereinWest,HYVEDEMM397
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM400
57020086,UniCredit Bank-HypoVereinbk,HYVEDEMM401
38020090,UniCredit Bank-HypoVereinbk,HYVEDEMM402
75220070,UniCredit Bank-HypoVereinbk,HYVEDEMM405
76520071,UniCredit Bank-HypoVereinbk,HYVEDEMM406
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM407
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM408
71020072,UniCredit Bank-HypoVereinbk,HYVEDEMM410
77020070,UniCredit Bank-HypoVereinbk,HYVEDEMM411
77320072,UniCredit Bank-HypoVereinbk,HYVEDEMM412
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM414
74120071,UniCredit Bank-HypoVereinbk,HYVEDEMM415
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM417
70021180,UniCredit Bank-HypoVereinbk,HYVEDEMM418
76220073,UniCredit Bank-HypoVereinbk,HYVEDEMM419
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM424
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM426
73420071,UniCredit Bank-HypoVereinbk,HYVEDEMM427
73320073,UniCredit Bank-HypoVereinbk,HYVEDEMM428
37020090,UniCredit Bank-HypoVereinbk,HYVEDEMM429
50320191,UniCredit Bank-HypoVereinbk,HYVEDEMM430
30220190,UniCredit Bank-HypoVereinbk,HYVEDEMM431
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM432
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM433
60020290,UniCredit Bank-HypoVereinbk,HYVEDEMM435
73120075,UniCredit Bank-HypoVereinbk,HYVEDEMM436
58520086,UniCredit Bank-HypoVereinbk,HYVEDEMM437
71121176,UniCredit Bank-HypoVereinbk,HYVEDEMM438
80020086,UniCredit Bank-HypoVereinbk,HYVEDEMM440
87020088,UniCredit Bank-HypoVereinbk,HYVEDEMM441
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM445
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM447
71120077,UniCredit Bank-HypoVereinbk,HYVEDEMM448
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM451
74220075,UniCredit Bank-HypoVereinbk,HYVEDEMM452
71022182,UniCredit Bank-HypoVereinbk,HYVEDEMM453
75320075,UniCredit Bank-HypoVereinbk,HYVEDEMM454
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM455
71122183,UniCredit Bank-HypoVereinbk,HYVEDEMM457
84020087,UniCredit Bank-HypoVereinbk,HYVEDEMM458
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM460
63020086,UniCredit Bank-HypoVereinbk,HYVEDEMM461
80020087,UniCredit Bank-HypoVereinbk,HYVEDEMM462
83020087,UniCredit Bank-HypoVereinbk,HYVEDEMM463
70321194,UniCredit Bank-HypoVereinbk,HYVEDEMM466
50520190,UniCredit Bank-HypoVereinbk,HYVEDEMM467
83020086,UniCredit Bank-HypoVereinbk,HYVEDEMM468
16020086,UniCredit Bank-HypoVereinbk,HYVEDEMM470
17020086,UniCredit Bank-HypoVereinbk,HYVEDEMM471
18020086,UniCredit Bank-HypoVereinbk,HYVEDEMM472
60020290,UniCredit Bank-HypoVereinbk,HYVEDEMM473
60020290,UniCredit Bank-HypoVereinbk,HYVEDEMM474
66020286,UniCredit Bank-HypoVereinbk,HYVEDEMM475
84020086,UniCredit Bank-HypoVereinbk,HYVEDEMM477
51020186,UniCredit Bank-HypoVereinbk,HYVEDEMM478
67220286,UniCredit Bank-HypoVereinbk,HYVEDEMM479
78320076,UniCredit Bank-HypoVereinbk,HYVEDEMM480
87020087,UniCredit Bank-HypoVereinbk,HYVEDEMM481
54020090,UniCredit Bank-HypoVereinbk,HYVEDEMM482
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM483
83020088,UniCredit Bank-HypoVereinbk,HYVEDEMM484
54220091,UniCredit Bank-HypoVereinbk,HYVEDEMM485
55020486,UniCredit Bank-HypoVereinbk,HYVEDEMM486
50820292,UniCredit Bank-HypoVereinbk,HYVEDEMM487
10020890,UniCredit Bank-HypoVereinbk,HYVEDEMM488
67020190,UniCredit Bank-HypoVereinbk,HYVEDEMM489
86020086,UniCredit Bank-HypoVereinbk,HYVEDEMM495
85020086,UniCredit Bank-HypoVereinbk,HYVEDEMM496
87020086,UniCredit Bank-HypoVereinbk,HYVEDEMM497
82020086,UniCredit Bank-HypoVereinbk,HYVEDEMM498
50320191,UniCredit Bank-HypoVereinbk,HYVEDEMM501
50320191,UniCredit Bank-HypoVereinbk,HYVEDEMM506
56020086,UniCredit Bank-HypoVereinbk,HYVEDEMM515
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM530
50520190,UniCredit Bank-HypoVereinbk,HYVEDEMM535
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM546
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM548
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM549
73420071,UniCredit Bank-HypoVereinbk,HYVEDEMM550
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM553
73120075,UniCredit Bank-HypoVereinbk,HYVEDEMM564
73321177,UniCredit Bank-HypoVereinbk,HYVEDEMM567
73322380,UniCredit Bank-HypoVereinbk,HYVEDEMM570
73322380,UniCredit Bank-HypoVereinbk,HYVEDEMM571
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM577
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM578
60020290,UniCredit Bank-HypoVereinbk,HYVEDEMM581
65120091,UniCredit Bank-HypoVereinbk,HYVEDEMM586
60020290,UniCredit Bank-HypoVereinbk,HYVEDEMM587
65020186,UniCredit Bank-HypoVereinbk,HYVEDEMM588
60020290,UniCredit Bank-HypoVereinbk,HYVEDEMM589
69220186,UniCredit Bank-HypoVereinbk,HYVEDEMM590
69020190,UniCredit Bank-HypoVereinbk,HYVEDEMM591
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM607
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM610
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM611
67020190,UniCredit Bank-HypoVereinbk,HYVEDEMM618
54620093,UniCredit Bank-HypoVereinbk,HYVEDEMM620
71021270,UniCredit Bank-HypoVereinbk,HYVEDEMM629
71021270,UniCredit Bank-HypoVereinbk,HYVEDEMM630
71021270,UniCredit Bank-HypoVereinbk,HYVEDEMM631
71023173,UniCredit Bank-HypoVereinbk,HYVEDEMM632
71021270,UniCredit Bank-HypoVereinbk,HYVEDEMM633
73120075,UniCredit Bank-HypoVereinbk,HYVEDEMM634
71121176,UniCredit Bank-HypoVereinbk,HYVEDEMM636
71121176,UniCredit Bank-HypoVereinbk,HYVEDEMM637
70025175,UniCredit Bank-HypoVereinbk,HYVEDEMM643
71120078,UniCredit Bank-HypoVereinbk,HYVEDEMM644
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM649
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM650
70320090,UniCredit Bank-HypoVereinbk,HYVEDEMM654
66020286,UniCredit Bank-HypoVereinbk,HYVEDEMM662
70322192,UniCredit Bank-HypoVereinbk,HYVEDEMM664
72122181,UniCredit Bank-HypoVereinbk,HYVEDEMM665
73421478,UniCredit Bank-HypoVereinbk,HYVEDEMM666
66020286,UniCredit Bank-HypoVereinbk,HYVEDEMM667
75220070,UniCredit Bank-HypoVereinbk,HYVEDEMM673
67020190,UniCredit Bank-HypoVereinbk,HYVEDEMM674
74221170,UniCredit Bank-HypoVereinbk,HYVEDEMM675
74221170,UniCredit Bank-HypoVereinbk,HYVEDEMM676
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM683
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM684
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM685
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM690
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM691
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM692
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM695
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM698
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM699
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM726
73120075,UniCredit Bank-HypoVereinbk,HYVEDEMM734
73320073,UniCredit Bank-HypoVereinbk,HYVEDEMM737
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM744
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM749
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM756
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM757
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM758
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM759
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM761
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM764
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM766
77320072,UniCredit Bank-HypoVereinbk,HYVEDEMM778
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM782
78320076,UniCredit Bank-HypoVereinbk,HYVEDEMM784
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM786
77320072,UniCredit Bank-HypoVereinbk,HYVEDEMM787
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM788
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM791
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM792
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM796
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM797
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM798
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM799
75021174,UniCredit Bank-HypoVereinbk,HYVEDEMM804
75320075,UniCredit Bank-HypoVereinbk,HYVEDEMM806
44020090,UniCredit Bank-HypoVereinbk,HYVEDEMM808
33020190,UniCredit Bank-HypoVereinbk,HYVEDEMM809
75320075,UniCredit Bank-HypoVereinbk,HYVEDEMM812
82020088,UniCredit Bank-HypoVereinbk,HYVEDEMM824
71022182,UniCredit Bank-HypoVereinbk,HYVEDEMM830
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM836
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM837
59320087,UniCredit Bank-HypoVereinbk,HYVEDEMM838
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM839
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM840
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM841
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM842
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM843
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM844
59020090,UniCredit Bank-HypoVereinbk,HYVEDEMM851
85020086,UniCredit Bank-HypoVereinbk,HYVEDEMM855
60320291,UniCredit Bank-HypoVereinbk,HYVEDEMM858
61120286,UniCredit Bank-HypoVereinbk,HYVEDEMM859
60420186,UniCredit Bank-HypoVereinbk,HYVEDEMM860
80020087,UniCredit Bank-HypoVereinbk,HYVEDEMM861
83020086,UniCredit Bank-HypoVereinbk,HYVEDEMM868
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM869
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM870
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM872
87020086,UniCredit Bank-HypoVereinbk,HYVEDEMM873
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM880
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM885
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM888
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM893
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM902
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM903
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM904
73120075,UniCredit Bank-HypoVereinbk,HYVEDEMM905
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM906
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM908
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM910
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM911
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM913
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM914
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM916
70320090,UniCredit Bank-HypoVereinbk,HYVEDEMM918
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM921
76020070,UniCredit Bank-HypoVereinbk,HYVEDEMM922
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM923
76320072,UniCredit Bank-HypoVereinbk,HYVEDEMM924
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM925
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM928
54520194,UniCredit Bank-HypoVereinbk,HYVEDEMM929
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM930
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM931
73420071,UniCredit Bank-HypoVereinbk,HYVEDEMM932
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM933
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM934
76220073,UniCredit Bank-HypoVereinbk,HYVEDEMM935
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM936
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM940
